season,district,zone,temperature,humidity,rainfall,light,n,p,k,variety,yield
1,Polonnaruwa,0,27.0,76.1,195.2,5.1,83.3,21.5,55.1,Bg366,8.05
1,Colombo,1,27.4,77.7,243.7,6.1,45.4,51.4,37.2,Bw367,6.09
1,Kalutara,1,26.2,92.6,297.4,4.9,60.6,31.2,33.4,Ld368,5.32
1,Kurunegala,0,27.8,83.4,152.0,6.6,44.1,27.0,52.6,Bg352,7.14
1,Kegalle,1,25.0,82.7,291.5,4.5,47.2,35.6,48.6,Ld368,5.32
1,Hambantota,0,27.9,71.6,124.4,7.5,38.4,27.2,42.3,Bg352,7.14
0,Kandy,1,28.7,81.6,137.3,5.9,47.2,39.4,36.0,Bw367,5.8
1,Kegalle,1,26.3,85.2,285.8,5.5,41.8,48.4,41.8,Ld368,5.88
0,Ampara,0,34.3,67.6,46.1,8.1,62.6,37.3,32.7,Bg300,5.06
1,Ampara,0,28.5,81.8,195.1,5.1,47.8,58.6,61.5,Bg352,7.82
0,Polonnaruwa,0,34.0,61.5,57.2,9.6,39.3,30.4,46.9,Bg300,5.06
0,Galle,1,30.6,79.0,236.1,6.9,66.9,27.6,45.9,Bw367,5.8
0,Polonnaruwa,0,34.3,61.8,35.2,9.5,25.1,48.9,30.6,At362,4.96
1,Badulla,1,22.2,80.6,202.7,4.7,79.2,50.4,37.7,Bw367,6.09
1,Colombo,1,27.1,84.6,241.8,5.7,52.0,42.6,61.2,Bw367,6.67
1,Monaragala,0,28.3,81.1,180.5,6.0,77.9,34.4,62.1,Bg366,8.05
0,Ratnapura,1,27.8,84.6,281.0,5.4,52.5,27.6,27.1,Ld368,5.6
1,Ratnapura,1,26.2,92.8,325.3,4.6,58.2,42.0,63.4,Ld368,5.88
0,Ratnapura,1,29.6,88.2,285.1,6.7,41.9,53.1,53.1,Ld368,5.6
1,Hambantota,0,27.2,77.1,106.0,7.3,55.6,23.7,53.3,Bg352,7.14
0,Matara,1,28.9,74.2,217.5,6.3,25.2,25.7,50.2,Bw367,5.1
1,Matara,1,25.9,88.7,251.6,5.4,36.7,52.7,43.4,Ld368,5.88
0,Matara,1,29.5,78.1,210.0,6.2,27.3,41.2,57.1,Bw367,5.8
1,Nuwara Eliya,1,15.8,94.4,270.0,4.3,71.5,18.6,59.4,Ld368,5.32
0,Ratnapura,1,29.0,81.2,267.5,5.7,32.3,37.1,39.3,Ld368,5.6
0,Matara,1,31.2,78.4,228.9,6.2,50.1,44.7,33.7,Bw367,5.8
0,Matara,1,29.3,77.8,223.5,7.3,41.6,51.2,47.4,Bw367,5.8
0,Kandy,1,28.9,80.9,136.2,6.2,45.9,27.6,53.0,Bw367,5.8
0,Kandy,1,28.2,82.9,143.2,7.1,62.2,29.5,54.4,Bw367,5.8
0,Ratnapura,1,29.4,84.3,273.8,6.2,55.3,23.4,26.2,Ld368,4.93
1,Monaragala,0,28.0,83.8,182.8,6.0,71.5,37.6,54.8,Bg366,8.05
1,Ratnapura,1,25.4,90.3,305.5,5.2,76.0,31.0,42.9,Ld368,5.88
0,Ampara,0,34.0,61.9,44.7,8.9,51.0,26.5,37.4,At362,5.7
0,Nuwara Eliya,1,19.8,88.4,201.5,5.4,21.1,41.8,43.8,Bw367,5.8
0,Matara,1,30.9,82.5,205.7,7.2,40.2,31.6,58.3,Bw367,5.8
0,Ratnapura,1,29.8,80.8,284.9,6.3,33.9,28.0,58.4,Ld368,5.6
1,Nuwara Eliya,1,15.1,90.8,271.8,3.3,64.4,31.7,49.9,Ld368,5.32
1,Matara,1,27.4,84.9,236.2,5.4,45.1,22.0,38.0,Bw367,6.09
1,Matale,1,26.4,83.8,205.1,6.3,35.0,41.7,36.3,Bw367,6.09
1,Matale,1,25.8,79.5,191.2,5.7,37.1,25.6,58.4,Bw367,6.09
0,Galle,1,29.5,84.4,221.8,6.6,53.4,45.2,61.1,Bw367,6.38
0,Ampara,0,32.5,60.2,62.3,9.4,29.9,21.5,36.0,Bg300,4.84
0,Kalutara,1,27.7,78.5,287.8,6.9,35.7,32.1,29.1,Ld368,4.93
1,Ampara,0,27.1,81.2,216.1,6.2,44.7,37.6,56.8,Bg352,7.14
0,Badulla,1,24.8,77.3,100.6,7.0,49.1,50.0,43.5,Bw367,5.8
1,Kurunegala,0,26.2,85.7,150.1,6.1,40.3,50.9,44.0,Bg352,7.14
1,Colombo,1,28.1,86.7,254.5,6.1,30.1,51.0,47.8,Ld368,5.88
0,Kandy,1,26.1,81.2,151.4,6.2,33.8,38.8,33.3,Bw367,5.8
1,Kalutara,1,26.9,91.8,311.0,5.4,72.0,41.6,34.8,Ld368,5.88
0,Kalutara,1,28.3,84.0,299.5,6.6,34.4,24.8,63.6,Ld368,5.6
0,Ampara,0,34.3,61.0,63.4,8.3,44.2,48.3,48.5,Bg300,5.06
1,Polonnaruwa,0,26.7,83.5,187.6,5.5,75.9,32.4,41.4,Bg366,7.35
1,Polonnaruwa,0,26.3,75.4,201.7,6.0,45.5,31.8,62.8,Bg352,7.14
0,Colombo,1,31.4,79.4,193.9,6.5,27.8,48.5,54.2,Bw367,5.8
0,Ratnapura,1,28.1,88.5,283.1,6.1,32.8,16.9,62.8,Ld368,5.6
0,Polonnaruwa,0,32.8,59.1,55.1,8.0,65.9,25.6,60.5,Bg300,6.05
0,Anuradhapura,0,32.5,64.6,39.7,8.6,60.9,56.7,59.0,At362,6.82
1,Matara,1,27.9,87.0,239.8,5.2,54.1,48.7,48.9,Bw367,6.67
0,Monaragala,0,31.1,72.6,62.1,8.2,21.0,25.1,56.3,Bg300,4.84
0,Trincomalee,0,33.5,57.4,50.8,8.1,30.6,50.1,62.5,Bg300,5.06
0,Ampara,0,33.4,61.5,39.2,8.2,51.8,22.6,42.4,At362,5.7
1,Matara,1,27.1,86.4,239.0,5.4,41.0,32.0,55.2,Bw367,6.09
1,Anuradhapura,0,27.4,79.0,178.1,6.8,49.6,44.6,37.5,Bg352,7.14
0,Kalutara,1,28.8,84.3,278.8,6.6,34.8,32.9,60.3,Ld368,5.6
1,Trincomalee,0,26.8,87.3,206.6,6.0,64.6,39.5,60.6,Bg366,8.05
1,Matale,1,24.9,85.9,188.0,6.0,67.2,18.5,52.3,Bw367,6.09
0,Matale,1,29.3,72.9,113.0,7.4,34.1,32.9,52.8,Bw367,5.8
0,Kandy,1,27.8,79.8,146.1,6.4,38.1,47.3,30.2,Bw367,5.8
0,Badulla,1,26.4,79.9,107.8,6.7,69.5,19.0,29.7,Bw367,5.8
1,Monaragala,0,29.2,81.3,171.6,6.3,53.0,50.3,40.7,Bg352,7.14
1,Nuwara Eliya,1,14.8,90.2,277.9,4.2,50.0,24.2,43.8,Ld368,5.32
0,Kalutara,1,27.9,83.6,284.6,6.0,35.4,52.3,52.3,Ld368,5.6
0,Kalutara,1,29.4,86.5,287.0,6.7,28.5,47.9,46.6,Ld368,5.6
1,Nuwara Eliya,1,15.2,94.9,288.5,4.1,36.3,31.7,35.5,Ld368,4.65
1,Galle,1,26.0,84.0,245.3,5.4,71.9,34.3,62.6,Bw367,6.67
0,Kegalle,1,28.9,82.5,256.6,6.1,34.9,55.0,37.3,Ld368,5.6
1,Galle,1,27.5,83.4,251.3,6.1,78.6,21.4,38.6,Ld368,5.88
0,Trincomalee,0,32.6,63.0,65.6,8.7,60.7,45.1,40.0,Bg300,5.5
0,Hambantota,0,32.1,73.5,45.6,7.4,31.9,22.8,47.8,Bg300,4.84
0,Kandy,1,28.5,78.6,155.7,7.3,24.6,51.0,30.0,Bw367,5.8
1,Nuwara Eliya,1,15.9,90.5,287.3,3.7,54.9,19.1,27.9,Ld368,4.65
0,Matara,1,29.2,80.1,206.3,6.4,67.6,37.7,53.5,Bw367,6.38
0,Matale,1,28.9,77.6,120.7,6.6,38.6,34.6,37.7,Bw367,5.8
0,Matale,1,27.9,70.8,106.4,6.4,38.9,38.8,32.5,Bw367,5.8
0,Ratnapura,1,29.4,84.2,286.7,5.8,22.0,51.2,30.1,Ld368,4.93
0,Colombo,1,29.3,74.5,211.8,7.5,55.2,41.6,41.6,Bw367,5.8
0,Hambantota,0,32.0,69.7,52.0,7.9,36.2,54.9,56.9,Bg300,5.5
0,Nuwara Eliya,1,19.6,81.6,222.7,4.4,37.5,17.2,53.1,Bw367,5.22
0,Hambantota,0,31.9,74.4,28.9,7.5,66.1,54.2,58.2,At362,6.82
1,Kurunegala,0,27.9,80.2,146.1,6.9,37.7,42.1,36.0,Bg352,7.14
1,Hambantota,0,27.1,71.2,107.1,7.2,56.7,33.7,41.7,Bg352,7.14
1,Kandy,1,23.2,81.5,226.0,4.4,77.1,42.8,55.7,Bw367,6.09
0,Badulla,1,27.5,79.2,108.0,7.4,34.8,19.0,39.1,Bw367,5.1
0,Hambantota,0,30.0,73.1,35.8,8.3,24.1,27.0,60.6,At362,6.2
1,Badulla,1,22.4,87.1,186.4,5.6,79.0,51.6,33.6,Bw367,6.67
0,Ampara,0,33.8,68.5,37.3,7.8,68.6,49.9,64.7,At362,6.32
1,Kegalle,1,25.7,83.7,288.5,5.2,50.0,18.2,60.5,Ld368,5.88
1,Matale,1,24.8,87.5,198.9,4.8,70.1,28.2,51.1,Bw367,5.51
1,Monaragala,0,27.2,83.6,181.6,5.3,39.2,24.7,32.2,Bg352,6.32
0,Matara,1,29.8,75.1,215.4,6.4,55.0,53.0,64.9,Bw367,6.38
1,Anuradhapura,0,27.1,73.2,181.1,6.1,51.1,30.7,51.1,Bg352,7.14
1,Polonnaruwa,0,27.6,82.7,184.9,6.2,71.8,22.4,25.8,Bg366,7.35
0,Nuwara Eliya,1,17.8,86.1,201.3,4.7,46.1,33.0,53.3,Bw367,5.22
1,Kalutara,1,26.4,90.7,312.7,4.7,84.7,16.5,31.5,Ld368,5.32
1,Ratnapura,1,24.5,92.9,326.5,4.1,53.6,45.2,48.3,Ld368,5.32
0,Matale,1,30.1,73.3,107.5,7.7,48.5,18.0,57.7,Bw367,5.8
0,Galle,1,29.9,79.5,234.9,7.1,69.1,53.2,45.6,Bw367,6.38
0,Kegalle,1,30.2,78.5,255.5,6.9,30.7,16.7,31.4,Ld368,4.93
0,Matara,1,29.2,79.6,226.4,7.4,56.7,49.8,59.8,Bw367,6.38
1,Kegalle,1,25.2,86.2,310.4,5.4,70.3,38.5,43.0,Ld368,6.44
0,Ratnapura,1,28.4,80.3,276.9,5.5,40.0,29.9,64.7,Ld368,5.6
1,Hambantota,0,27.3,77.3,106.6,6.0,35.8,58.6,62.6,Bg352,7.82
1,Matara,1,27.4,87.2,231.7,5.5,72.5,37.8,28.7,Bw367,6.09
0,Ampara,0,33.0,66.9,59.5,8.3,38.7,57.4,31.6,Bg300,5.5
0,Trincomalee,0,33.9,65.0,63.2,9.6,49.3,24.0,48.5,Bg300,5.06
1,Anuradhapura,0,26.8,74.7,165.4,6.1,78.8,46.8,64.3,Bg366,8.05
0,Kandy,1,28.7,81.1,144.4,7.3,35.8,50.6,60.2,Bw367,5.8
1,Ratnapura,1,24.7,89.3,315.7,5.3,71.7,51.4,25.6,Ld368,5.88
0,Kalutara,1,29.9,79.3,277.4,5.4,54.6,40.2,64.5,Ld368,6.16
0,Kurunegala,0,30.5,73.2,119.8,8.2,64.2,37.1,50.4,Bg300,6.05
1,Badulla,1,22.5,81.2,180.1,4.7,69.5,19.4,34.8,Bw367,5.51
0,Hambantota,0,31.7,69.0,45.2,7.5,26.8,40.0,38.5,Bg300,5.5
0,Kalutara,1,28.9,83.6,299.5,6.5,56.5,36.1,28.8,Ld368,5.6
0,Nuwara Eliya,1,20.4,89.0,216.9,4.6,25.6,31.6,59.3,Bw367,5.22
1,Galle,1,28.2,86.2,238.9,5.0,32.6,37.7,34.7,Bw367,6.09
0,Ampara,0,32.7,60.8,38.1,9.0,44.8,32.9,59.3,At362,6.2
0,Kurunegala,0,31.2,67.8,99.9,7.3,30.2,51.7,41.6,Bg300,5.5
1,Nuwara Eliya,1,16.7,87.8,270.6,3.6,71.3,29.8,31.9,Ld368,5.32
1,Kalutara,1,26.6,90.2,324.8,4.4,32.7,42.8,58.3,Ld368,5.32
1,Hambantota,0,29.0,79.5,120.3,7.5,83.2,53.9,37.4,Bg352,7.82
0,Hambantota,0,31.6,69.5,51.3,7.6,34.2,50.1,28.8,Bg300,5.5
0,Polonnaruwa,0,32.7,64.2,34.7,9.4,44.6,56.7,43.7,At362,6.2
1,Matale,1,24.4,78.0,201.0,4.9,51.5,38.6,36.0,Bw367,5.51
0,Monaragala,0,32.8,72.5,53.0,7.4,72.8,21.5,64.1,Bg300,6.05
1,Kandy,1,25.6,83.1,233.2,4.9,66.0,18.2,34.7,Bw367,5.51
1,Ratnapura,1,25.9,93.3,317.9,5.4,54.7,54.2,63.4,Ld368,6.44
1,Ratnapura,1,26.8,86.1,323.7,4.1,76.0,22.0,27.8,Ld368,5.32
0,Kandy,1,27.7,81.5,164.2,6.4,23.3,45.0,47.6,Bw367,5.8
1,Galle,1,26.4,85.0,245.2,6.0,59.9,50.1,46.7,Bw367,6.67
1,Matara,1,28.3,84.6,231.2,6.0,49.7,48.8,43.1,Bw367,6.09
1,Kurunegala,0,25.8,81.0,174.5,6.7,38.8,31.1,38.2,Bg352,7.14
1,Trincomalee,0,27.8,86.5,220.3,5.9,54.0,25.0,47.6,Bg352,7.14
0,Monaragala,0,32.2,69.5,77.9,7.9,38.2,59.1,59.5,Bg300,6.05
1,Anuradhapura,0,27.9,77.2,169.5,6.7,52.2,55.0,32.6,Bg352,7.14
0,Kandy,1,28.0,73.3,152.6,6.6,39.1,23.1,57.3,Bw367,5.8
0,Anuradhapura,0,32.3,62.5,57.4,8.7,62.5,33.0,54.6,Bg300,6.05
0,Monaragala,0,31.5,72.0,51.5,7.8,26.5,21.2,29.5,Bg300,4.84
0,Polonnaruwa,0,33.6,60.9,55.5,8.7,73.3,58.2,55.9,Bg300,5.61
0,Hambantota,0,32.1,74.0,32.1,8.0,61.4,37.0,58.5,At362,6.82
1,Galle,1,28.0,81.5,245.0,5.6,42.5,38.2,48.1,Bw367,6.09
1,Polonnaruwa,0,26.8,77.7,183.4,5.2,49.1,50.5,49.3,Bg352,7.14
1,Anuradhapura,0,29.1,79.0,193.8,6.3,39.6,39.0,50.9,Bg352,7.14
1,Badulla,1,21.4,81.5,187.9,5.5,37.6,41.9,48.8,Bw367,6.09
1,Matale,1,24.0,78.8,196.8,4.9,50.7,40.1,46.9,Bw367,5.51
1,Matara,1,26.7,85.1,250.8,6.2,60.4,29.5,39.6,Ld368,5.88
0,Kegalle,1,29.3,83.8,256.1,6.5,46.7,19.2,36.1,Ld368,4.93
0,Monaragala,0,33.0,72.2,69.2,8.5,23.2,56.2,32.6,Bg300,5.5
0,Ampara,0,31.9,68.7,60.6,9.3,66.6,39.2,62.0,Bg300,6.05
1,Galle,1,27.0,81.8,254.8,6.4,78.0,49.5,62.4,Ld368,6.44
0,Badulla,1,25.3,77.2,110.6,7.6,47.0,20.1,25.2,Bw367,5.1
1,Anuradhapura,0,27.5,73.8,167.2,5.5,56.7,51.4,44.4,Bg366,8.05
1,Kandy,1,23.2,85.5,213.1,5.4,83.7,19.5,33.5,Bw367,6.09
1,Galle,1,27.3,86.2,250.9,6.0,32.2,52.4,28.8,Ld368,5.88
0,Kegalle,1,27.7,85.8,270.3,5.6,53.9,15.4,56.0,Ld368,5.6
0,Kurunegala,0,30.1,70.7,95.2,7.8,37.7,42.9,63.3,Bg300,5.5
0,Matara,1,31.2,78.1,227.9,6.4,62.7,29.9,26.6,Bw367,5.8
1,Ratnapura,1,26.2,89.7,310.0,5.3,82.8,16.6,28.1,Ld368,5.88
0,Colombo,1,31.4,78.2,213.3,7.4,31.9,44.1,50.8,Bw367,5.8
1,Trincomalee,0,27.8,86.6,213.8,4.7,30.6,37.1,41.4,Bg352,6.46
1,Nuwara Eliya,1,14.8,93.9,279.7,4.2,35.3,30.3,62.8,Ld368,5.32
1,Kegalle,1,25.5,88.3,312.3,4.7,57.8,53.3,31.9,Ld368,5.32
1,Kandy,1,25.0,83.5,214.4,5.5,41.9,31.8,32.5,Bw367,6.09
0,Monaragala,0,33.4,67.3,79.1,7.4,52.3,28.0,56.6,Bg300,5.06
1,Anuradhapura,0,26.9,73.9,170.3,6.3,75.7,36.4,52.7,Bg366,8.05
0,Kalutara,1,28.5,86.5,303.4,6.8,23.7,41.0,29.8,Ld368,4.93
0,Monaragala,0,30.7,72.2,77.3,7.6,50.1,58.2,44.9,Bg300,6.05
0,Polonnaruwa,0,32.9,65.9,44.3,9.3,43.7,30.1,38.1,At362,6.2
1,Matale,1,25.5,79.5,209.3,5.4,72.1,53.2,59.0,Bw367,6.67
0,Kurunegala,0,31.2,68.7,123.1,8.1,67.5,47.7,50.0,Bg300,6.05
0,Ratnapura,1,29.2,79.9,272.8,6.1,44.8,15.6,58.0,Ld368,5.6
1,Hambantota,0,29.0,75.4,133.8,6.2,70.6,25.1,40.3,Bg352,7.14
0,Matara,1,30.5,74.0,212.8,7.1,49.3,40.5,37.2,Bw367,5.8
0,Hambantota,0,30.2,65.4,31.5,9.0,73.9,46.2,60.2,At362,6.82
1,Hambantota,0,29.9,71.4,108.0,6.2,61.5,51.2,39.7,Bg352,7.82
0,Kalutara,1,28.0,82.7,295.4,6.7,45.2,38.7,35.7,Ld368,5.6
1,Galle,1,28.5,80.5,261.6,5.7,43.9,53.2,44.3,Ld368,5.88
1,Kandy,1,23.5,82.4,230.0,5.4,80.2,24.3,29.8,Bw367,6.09
0,Anuradhapura,0,34.0,66.9,44.3,9.1,63.0,20.6,57.7,At362,5.7
1,Hambantota,0,27.3,77.3,131.1,7.6,81.0,51.9,50.7,Bg352,7.82
1,Kurunegala,0,26.8,82.9,155.5,5.9,71.6,38.2,33.5,Bg366,7.35
0,Matale,1,29.1,74.0,117.9,6.3,45.0,46.8,40.5,Bw367,5.8
1,Kegalle,1,24.7,89.4,291.3,4.9,33.5,24.1,56.7,Ld368,5.32
1,Polonnaruwa,0,26.4,75.7,209.8,6.0,59.8,50.6,58.6,Bg366,8.05
1,Galle,1,25.5,81.9,254.6,5.4,84.0,41.6,63.3,Ld368,6.44
1,Kalutara,1,27.6,86.2,324.7,4.5,58.4,46.7,42.3,Ld368,5.32
1,Kegalle,1,27.1,88.3,311.7,4.8,55.5,50.8,35.9,Ld368,5.32
1,Kalutara,1,27.5,92.8,304.7,4.6,48.2,53.2,38.3,Ld368,5.32
1,Kegalle,1,24.9,87.8,304.9,5.5,44.0,18.6,28.1,Ld368,5.21
1,Monaragala,0,29.1,77.2,162.7,5.4,63.3,47.2,50.7,Bg366,8.05
1,Kandy,1,23.4,82.9,224.9,5.4,59.2,42.3,50.5,Bw367,6.67
0,Galle,1,29.8,82.8,222.5,7.1,69.6,30.4,56.2,Bw367,6.38
0,Monaragala,0,32.2,64.3,79.0,8.5,26.0,24.9,48.8,Bg300,4.84
0,Matale,1,27.6,75.4,116.6,6.4,64.1,51.6,55.3,Bw367,6.38
0,Kurunegala,0,30.3,69.1,118.0,8.2,59.4,55.3,50.5,Bg300,6.05
1,Trincomalee,0,26.9,86.8,229.0,5.6,55.7,43.0,40.4,Bg366,7.35
1,Hambantota,0,28.2,75.3,123.0,7.5,72.8,26.1,32.0,Bg352,7.14
1,Kandy,1,23.8,89.1,224.5,4.5,37.4,21.2,50.2,Bw367,5.51
1,Matara,1,28.3,88.4,231.1,5.5,43.2,29.4,61.6,Bw367,6.09
0,Matale,1,29.7,74.9,105.9,6.3,49.6,43.8,33.6,Bw367,5.8
0,Trincomalee,0,34.7,61.0,60.4,9.3,74.6,33.8,41.4,Bg300,5.06
1,Kalutara,1,27.6,88.8,297.1,4.3,33.4,52.7,59.0,Ld368,5.32
0,Matara,1,31.1,79.1,212.4,6.8,59.5,50.0,42.4,Bw367,6.38
0,Galle,1,30.8,76.1,240.9,6.3,46.6,23.7,49.1,Bw367,5.8
0,Ampara,0,31.9,62.4,57.6,8.3,62.0,49.8,34.8,Bg300,5.5
1,Kurunegala,0,26.8,85.9,152.6,6.0,76.5,44.7,55.1,Bg366,8.05
1,Ratnapura,1,26.4,86.3,334.6,4.9,68.3,19.7,35.0,Ld368,5.32
1,Kalutara,1,26.2,85.8,317.0,4.4,71.4,16.8,33.1,Ld368,5.32
1,Kurunegala,0,27.7,81.8,146.5,6.4,52.4,32.7,50.6,Bg352,7.14
0,Ratnapura,1,27.3,88.2,288.4,5.3,48.9,18.3,58.5,Ld368,5.6
0,Matale,1,30.2,79.1,125.9,7.7,64.6,48.1,47.8,Bw367,6.38
1,Polonnaruwa,0,26.7,78.3,198.9,5.3,44.2,38.7,34.3,Bg352,7.14
0,Kurunegala,0,31.7,73.7,112.5,7.5,30.3,55.8,34.9,Bg300,5.5
1,Kandy,1,25.3,81.8,216.2,4.4,37.5,21.9,27.2,Bw367,4.81
1,Monaragala,0,28.8,78.7,181.2,5.5,47.9,26.0,49.8,Bg352,7.14
0,Monaragala,0,31.8,65.8,79.2,7.6,37.0,26.5,57.9,Bg300,5.5
0,Badulla,1,26.3,79.2,105.3,6.5,30.9,44.3,49.6,Bw367,5.8
0,Ratnapura,1,27.4,81.5,281.3,6.5,22.0,54.4,43.2,Ld368,5.6
1,Polonnaruwa,0,28.9,76.6,198.0,5.8,40.7,50.0,36.0,Bg352,7.14
1,Trincomalee,0,26.8,84.6,206.7,5.7,32.9,52.7,58.0,Bg352,7.14
0,Ampara,0,33.1,65.0,43.6,8.7,36.4,22.2,25.1,At362,4.96
0,Hambantota,0,32.4,74.6,37.8,8.2,28.1,42.0,30.8,At362,5.46
0,Matara,1,31.3,77.2,209.5,7.5,53.0,19.0,62.9,Bw367,5.8
0,Kalutara,1,28.8,83.6,281.4,6.5,72.8,33.3,45.9,Ld368,6.16
0,Badulla,1,27.2,80.7,118.6,7.1,72.6,21.2,44.1,Bw367,5.8
1,Matara,1,27.2,87.0,245.1,5.2,49.1,28.6,47.6,Bw367,6.09
0,Trincomalee,0,32.9,63.5,65.5,9.6,73.5,51.2,30.6,Bg300,6.05
0,Kandy,1,28.2,78.3,159.9,6.4,23.4,37.3,31.9,Bw367,5.1
0,Matara,1,29.6,80.2,225.0,7.1,31.3,45.2,57.2,Bw367,5.8
1,Ratnapura,1,27.2,84.7,313.0,4.1,71.3,20.6,29.0,Ld368,5.32
1,Badulla,1,22.2,86.2,189.6,5.4,53.4,49.9,40.8,Bw367,6.09
0,Nuwara Eliya,1,20.2,81.7,196.2,5.6,67.5,38.8,48.0,Bw367,6.38
1,Kandy,1,24.0,85.7,213.8,5.0,72.1,24.8,58.6,Bw367,6.67
1,Galle,1,28.3,86.8,254.4,5.9,80.5,24.9,49.5,Ld368,6.44
0,Colombo,1,29.0,73.3,194.7,7.3,68.5,46.6,47.1,Bw367,6.38
1,Monaragala,0,26.5,80.3,182.0,6.3,73.8,47.3,33.3,Bg366,8.05
0,Matara,1,30.8,81.0,222.3,6.5,53.2,16.3,29.8,Bw367,5.1
1,Matara,1,27.0,80.2,228.6,6.2,61.3,36.3,43.1,Bw367,6.09
1,Kandy,1,25.5,82.0,206.8,4.8,53.4,44.2,50.0,Bw367,5.51
0,Ratnapura,1,28.5,88.3,289.5,5.7,74.0,43.3,27.5,Ld368,5.6
0,Hambantota,0,30.9,74.2,30.2,7.5,44.4,54.0,28.1,At362,6.2
0,Polonnaruwa,0,31.9,61.1,53.4,8.9,65.8,24.5,61.8,Bg300,6.05
1,Anuradhapura,0,27.0,73.3,194.7,6.0,61.5,44.6,56.6,Bg366,8.05
1,Nuwara Eliya,1,14.0,91.9,294.4,4.7,38.9,22.2,47.6,Ld368,5.32
1,Kurunegala,0,26.7,77.4,154.6,6.6,82.8,31.0,34.9,Bg366,7.35
1,Monaragala,0,28.7,82.5,171.8,6.2,43.3,37.3,35.2,Bg352,7.14
0,Polonnaruwa,0,32.3,61.0,40.8,8.7,25.4,21.7,52.0,At362,5.46
0,Kegalle,1,28.6,83.3,279.8,6.2,55.3,53.1,58.6,Ld368,6.16
1,Monaragala,0,28.2,76.8,171.8,6.8,58.5,57.1,41.3,Bg366,8.05
1,Kurunegala,0,25.9,80.7,166.2,6.0,43.5,43.1,41.7,Bg352,7.14
1,Kalutara,1,27.1,92.7,302.0,5.4,34.8,30.3,45.3,Ld368,5.88
1,Badulla,1,23.6,80.8,191.3,6.2,64.4,47.7,51.1,Bw367,6.67
1,Kandy,1,24.1,81.9,230.7,5.8,46.3,47.9,39.3,Bw367,6.09
0,Ampara,0,32.5,61.5,64.3,9.2,64.5,25.1,55.2,Bg300,5.5
1,Kalutara,1,27.9,83.5,305.6,4.9,75.3,45.6,40.0,Ld368,5.88
0,Nuwara Eliya,1,18.7,88.1,224.1,4.5,32.3,36.0,28.7,Bw367,4.52
1,Anuradhapura,0,28.7,78.7,170.9,6.2,67.7,57.3,30.9,Bg366,8.05
1,Kurunegala,0,28.2,82.0,155.9,5.7,77.7,35.8,62.0,Bg366,8.05
1,Kandy,1,23.1,82.6,226.3,5.5,49.4,47.3,34.4,Bw367,6.09
0,Kandy,1,27.4,76.4,163.6,6.8,49.7,35.4,31.4,Bw367,5.8
0,Kegalle,1,30.1,85.2,264.0,6.2,24.6,19.1,43.8,Ld368,4.93
1,Ampara,0,26.7,83.4,216.1,5.2,71.7,28.2,46.8,Bg366,7.35
0,Kalutara,1,28.7,79.9,291.8,6.5,49.3,32.4,40.5,Ld368,5.6
0,Monaragala,0,31.8,66.0,64.1,7.3,22.5,24.5,32.5,Bg300,4.84
0,Monaragala,0,30.7,67.2,61.8,8.8,43.7,32.2,39.6,Bg300,5.5
1,Ratnapura,1,26.8,84.8,314.5,5.5,38.4,44.7,39.3,Ld368,5.88
1,Badulla,1,22.7,87.2,190.1,6.2,64.5,48.6,30.9,Bw367,6.09
1,Kalutara,1,27.0,84.7,300.7,5.7,31.8,33.5,37.5,Ld368,5.21
1,Ampara,0,28.2,84.0,202.2,4.9,77.9,20.2,40.5,Bg366,6.65
1,Anuradhapura,0,28.2,75.5,174.3,6.6,63.2,25.8,54.1,Bg366,7.35
1,Nuwara Eliya,1,16.8,87.4,285.8,4.8,82.9,24.4,29.0,Ld368,5.32
1,Colombo,1,28.4,84.3,245.2,5.7,39.3,38.2,44.3,Bw367,6.09
1,Kandy,1,26.0,84.3,231.1,5.8,76.0,16.9,62.9,Bw367,6.67
1,Matale,1,25.2,79.9,190.5,5.2,43.7,42.4,32.5,Bw367,6.09
1,Nuwara Eliya,1,17.0,89.3,284.3,4.8,37.6,31.7,59.0,Ld368,5.32
1,Galle,1,27.3,81.4,262.0,5.1,49.4,30.0,42.9,Ld368,5.88
0,Colombo,1,31.9,80.8,197.1,6.9,32.9,36.3,29.6,Bw367,5.1
1,Colombo,1,28.3,86.1,236.4,6.5,47.2,37.8,50.9,Bw367,6.09
1,Ampara,0,28.5,79.3,202.9,5.8,39.7,38.6,25.8,Bg352,6.32
0,Kegalle,1,29.2,82.0,258.1,5.8,46.4,50.5,47.7,Ld368,5.6
0,Nuwara Eliya,1,19.5,88.3,205.4,4.7,51.4,24.8,51.1,Bw367,5.22
1,Kandy,1,24.4,86.8,224.6,4.5,40.1,50.7,62.6,Bw367,6.09
0,Kegalle,1,30.1,80.1,262.4,6.1,23.0,47.4,64.4,Ld368,5.6
0,Kandy,1,27.7,76.0,140.9,6.3,56.7,32.9,62.4,Bw367,6.38
0,Badulla,1,24.9,77.8,101.9,7.5,52.5,24.2,44.1,Bw367,5.8
1,Kalutara,1,27.6,83.3,321.9,5.2,70.6,15.1,50.1,Ld368,5.88
1,Hambantota,0,27.1,76.2,118.7,6.9,79.5,58.8,50.4,Bg352,7.82
0,Monaragala,0,30.8,64.6,72.0,7.9,44.5,32.3,49.3,Bg300,5.5
